mode,scale_family,composition_type,time_step,time_sec,spectral_centroid,rms_energy,spectral_centroid_norm,rms_energy_norm,spectral_centroid_smooth,rms_energy_smooth,spectral_centroid_smooth_norm,rms_energy_smooth_norm
pelog_melodic,Pelog,Melodic,191,8.870023,507.125459,0.022155,0.026602,0.660747,699.849734,0.020183,0.099091,0.601932
pelog_melodic,Pelog,Melodic,192,8.916463,498.133151,0.017868,0.023220,0.532870,702.407220,0.020536,0.100053,0.612461
pelog_melodic,Pelog,Melodic,193,8.962902,528.344592,0.015872,0.034584,0.473357,703.626638,0.020806,0.100512,0.620493
pelog_melodic,Pelog,Melodic,194,9.009342,1348.935757,0.021209,0.343229,0.632532,659.935167,0.020615,0.084078,0.614813
pelog_melodic,Pelog,Melodic,195,9.055782,668.612710,0.025168,0.087342,0.750584,672.801484,0.020046,0.088917,0.597854
pelog_melodic,Pelog,Melodic,196,9.102222,569.053853,0.022430,0.049895,0.668946,712.903239,0.019916,0.104001,0.593961
pelog_melodic,Pelog,Melodic,197,9.148662,517.970463,0.018137,0.030682,0.540908,719.781845,0.020267,0.106588,0.604443
pelog_melodic,Pelog,Melodic,198,9.195102,540.059186,0.014947,0.038990,0.445769,722.355017,0.020636,0.107556,0.615432
pelog_melodic,Pelog,Melodic,199,9.241542,1099.571775,0.017980,0.249437,0.536212,704.834751,0.020732,0.100966,0.618303
pelog_melodic,Pelog,Melodic,200,9.287982,725.291297,0.023622,0.108660,0.704500,686.837941,0.020297,0.094197,0.605315
pelog_melodic,Pelog,Melodic,201,9.334422,542.951165,0.023621,0.040077,0.704444,716.464871,0.020032,0.105340,0.597427
pelog_melodic,Pelog,Melodic,202,9.380862,513.935081,0.019195,0.029164,0.572451,721.952486,0.020278,0.107404,0.604762
pelog_melodic,Pelog,Melodic,203,9.427302,525.014756,0.015126,0.033331,0.451115,723.456217,0.020643,0.107970,0.615637
pelog_melodic,Pelog,Melodic,204,9.473741,980.739955,0.014295,0.204741,0.426314,722.448063,0.020868,0.107591,0.622342
