time_step,time_beats,pitch_center_mass,velocity_mean,note_density,pitch_variance,pitch_center_mass_smoothed,pitch_center_mass_derivative
303,151.500000,62.890173,86.500000,4,189.187500,63.224727,0.150990
304,152.000000,63.827586,87.000000,5,158.640000,63.340458,0.139310
305,152.500000,63.611241,85.400000,5,158.640000,63.503346,0.266136
306,153.000000,63.592941,85.000000,5,158.640000,63.872729,0.287749
307,153.500000,63.594787,84.400000,5,158.640000,64.078843,0.144660
308,154.000000,64.737089,85.200000,5,189.040000,64.162049,0.091455
309,154.500000,64.858156,84.600000,5,189.040000,64.261754,0.261278
310,155.000000,64.027273,82.500000,4,232.250000,64.684606,0.153342
311,155.500000,64.091463,82.000000,4,232.250000,64.568438,-0.134046
312,156.000000,65.709046,81.800000,5,200.240000,64.416513,0.086386
313,156.500000,64.156250,80.000000,6,176.666667,64.741209,0.315480
314,157.000000,64.098532,79.500000,6,176.666667,65.047474,0.065308
315,157.500000,65.650754,79.600000,5,196.640000,64.871826,0.082265
316,158.000000,65.622785,79.000000,5,196.640000,65.212004,0.406708
317,158.500000,64.830808,79.200000,5,168.160000,65.685242,0.395000
318,159.000000,65.857143,79.800000,5,196.640000,66.002005,0.298814
319,159.500000,66.464720,82.200000,5,196.640000,66.282869,0.376513
320,160.000000,67.234568,81.000000,5,196.000000,66.755031,0.467526
321,160.500000,67.027108,83.000000,4,242.187500,67.217922,0.517313
322,161.000000,67.191617,83.500000,4,242.187500,67.789657,0.370677
323,161.500000,68.171598,84.500000,4,263.687500,67.959276,0.140449
324,162.000000,69.323394,87.200000,5,221.840000,68.070554,0.220750
325,162.500000,68.082661,82.666667,6,190.555556,68.400775,0.260753
326,163.000000,67.583501,82.833333,6,176.666667,68.592060,-0.046746
327,163.500000,68.842723,85.200000,5,185.440000,68.307283,-0.175717
328,164.000000,69.128019,82.800000,5,151.840000,68.240627,-0.024763
329,164.500000,67.899510,81.600000,5,127.840000,68.257757,-0.257642
330,165.000000,67.749380,80.600000,5,127.840000,67.725342,-0.524464
331,165.500000,67.669154,80.400000,5,127.840000,67.208829,-0.393207
332,166.000000,66.180645,77.500000,4,147.000000,66.938927,-0.265094
333,166.500000,66.545455,79.750000,4,147.000000,66.678641,-0.225058
334,167.000000,66.550000,80.000000,4,147.000000,66.488810,-0.043653
335,167.500000,66.447950,79.250000,4,147.000000,66.591334,0.087626
336,168.000000,66.720000,80.000000,5,119.040000,66.664061,0.063951
337,168.500000,66.693267,80.200000,5,119.040000,66.719236,0.064678
338,169.000000,66.909091,81.400000,5,119.040000,66.793417,0.049954
339,169.500000,66.825871,80.400000,5,119.040000,66.819144,0.015856
